Chapter,SectionPath,HeadingLevel,WordCount,PlaceholderCount,DraftingNotes
Girona·Collioure·Empordà,Layer 2. 지역 이해와 선택 정보,1,0,0,
Girona·Collioure·Empordà,11. 추천 등급,1,155,0,
Girona·Collioure·Empordà,12. 운동과 휴식,1,0,0,
Girona·Collioure·Empordà,Jason,2,0,0,
Girona·Collioure·Empordà,기본 러닝,3,22,0,
Girona·Collioure·Empordà,대체,3,13,0,
Girona·Collioure·Empordà,Julia,2,32,0,
Girona·Collioure·Empordà,스케치,2,0,0,
Girona·Collioure·Empordà,1순위,3,10,0,
Girona·Collioure·Empordà,2순위,3,20,0,
Girona·Collioure·Empordà,13. 음식·시장·카페,1,0,0,
Girona·Collioure·Empordà,엠포르다 요리를 이해하는 한 문장,2,42,0,
Girona·Collioure·Empordà,주문할 때 찾을 것,2,126,0,
Girona·Collioure·Empordà,날짜별 성격,2,101,0,
Girona·Collioure·Empordà,시장,2,23,0,
Girona·Collioure·Empordà,13.1 지로나에서 살 것,2,24,0,
Girona·Collioure·Empordà,13.2 Mercat del Lleó,2,19,0,
Girona·Collioure·Empordà,13.3 거리시장,2,19,0,
Girona·Collioure·Empordà,13.4 추천 식당 역할표,2,68,0,
Girona·Collioure·Empordà,13.5 카페·빵집 후보,2,33,0,
Girona·Collioure·Empordà,14. 2026년 체류기간 이벤트,1,0,0,
Girona·Collioure·Empordà,확정적으로 겹치는 전시,2,0,0,
Girona·Collioure·Empordà,Bòlit 전시 시리즈,3,21,0,
Girona·Collioure·Empordà,Museum of Jewish History 특별전,3,4,0,
Girona·Collioure·Empordà,Visa pour l’Image 연계 사진전,3,7,0,
Girona·Collioure·Empordà,9월 2일 행사,2,13,0,
Girona·Collioure·Empordà,체류기간 이후,2,11,0,
Girona·Collioure·Empordà,15. 주차·운전·안전,1,0,0,
Girona·Collioure·Empordà,이 구간이 가장 복잡한 이유,2,15,0,
Girona·Collioure·Empordà,국경 통과,2,54,0,
Girona·Collioure·Empordà,통행료 — 표기가 반대다,2,91,0,
Girona·Collioure·Empordà,연료,2,71,0,
Girona·Collioure·Empordà,운전 규칙,2,48,0,
Girona·Collioure·Empordà,주차 색 구분,2,33,0,
Girona·Collioure·Empordà,거점·도시별,2,57,0,
Girona·Collioure·Empordà,지로나,2,26,0,
Girona·Collioure·Empordà,콜리우르,2,24,0,
Girona·Collioure·Empordà,Peratallada·Pals,2,13,0,
Girona·Collioure·Empordà,Calella de Palafrugell,2,17,0,
Girona·Collioure·Empordà,경비,1,8,0,
Girona·Collioure·Empordà,3박 4일 구조 (2인),2,56,0,
Girona·Collioure·Empordà,입장료,2,89,0,
Girona·Collioure·Empordà,절감 여지,2,52,0,
Girona·Collioure·Empordà,결제,2,35,0,
Girona·Collioure·Empordà,대안 루트 — 이번 일정에서 배제한 경로,1,26,0,
Girona·Collioure·Empordà,우선순위 요약,2,92,0,
Girona·Collioure·Empordà,A. 푸볼 — 갈라 달리 성 **(1순위)**,2,64,0,
Girona·Collioure·Empordà,B. 엠푸리에스 — 그리스·로마 유적 **(2순위)**,2,87,0,
Girona·Collioure·Empordà,C. 피게레스 — 달리 극장미술관 **(3순위)**,2,89,0,
Girona·Collioure·Empordà,D. 우야스트레트 — 이베리아 유적,2,40,1,Pending: {{badge:pending|운영시간 공식 확인}}
Girona·Collioure·Empordà,E. 카다케스 · 포르트리가트 · 캅 데 크레우스,2,73,0,
Girona·Collioure·Empordà,F. 베살루 · 바뇰레스 · 가로차 화산지대,2,54,0,
Girona·Collioure·Empordà,16. 우천·교통지연 대체안,1,0,0,
Girona·Collioure·Empordà,Day 1 비,2,16,0,
Girona·Collioure·Empordà,Day 2 비,2,20,0,
Girona·Collioure·Empordà,Day 3 비,2,0,0,
Girona·Collioure·Empordà,기본 대체,3,20,0,
Girona·Collioure·Empordà,마을 방문 유지,3,12,0,
Girona·Collioure·Empordà,교통지연 기준,2,36,0,
Girona·Collioure·Empordà,17. 예약 카드,1,0,0,
Girona·Collioure·Empordà,Bàscara 확정 숙소,2,40,0,
Girona·Collioure·Empordà,Girona Cathedral,2,29,0,
Girona·Collioure·Empordà,Château Royal de Collioure,2,17,1,Pending: {{badge:pending|공식 확인}}
Girona·Collioure·Empordà,Museu de Peralada,2,23,0,
Girona·Collioure·Empordà,Day 3 점심,2,20,0,
Girona·Collioure·Empordà,18. 출발 전 최종 확인,1,96,0,
Girona·Collioure·Empordà,Layer 3. 상용 가이드북형 장소·음식 큐레이션,1,26,0,
Girona·Collioure·Empordà,{{VISUAL:VIS-MAP-048|type=map|status=linked|strategy=execution-map}} Bàscara·Girona·Collioure·Baix Empordà 3박 권역 지도,3,14,0,
Girona·Collioure·Empordà,{{VISUAL:VIS-PHOTO-089|type=photo|status=travel-capture|strategy=direct-shot}} Girona 성벽에서 본 대성당과 구시가지,3,11,0,
Girona·Collioure·Empordà,{{VISUAL:VIS-PHOTO-090|type=diagram|status=editorial-ready|strategy=generated-diagram}} Collioure 항구와 Notre-Dame-des-Anges,3,14,0,
Girona·Collioure·Empordà,편집자가 고른 핵심 장소 7곳,2,0,0,
Girona·Collioure·Empordà,Girona Cathedral {{grade:essential|필수}},3,281,0,
Girona·Collioure·Empordà,Jewish Quarter — 관광골목이 아니라 중세 도시의 압축된 생활공간,3,40,0,
Girona·Collioure·Empordà,Onyar 강변 {{grade:essential|필수}},3,219,0,
Girona·Collioure·Empordà,Collioure {{grade:essential|필수}},3,261,2,Pending: {{badge:pending|공식 확인}}; Pending: {{badge:pending|운영일 공식 확인}}
Girona·Collioure·Empordà,Peralada {{grade:priority|우선추천}},3,144,0,
Girona·Collioure·Empordà,Pals {{grade:priority|우선추천}},3,175,1,Pending: {{badge:pending|요금 공식 확인}}
Girona·Collioure·Empordà,Peratallada {{grade:essential|필수}},3,215,0,
Girona·Collioure·Empordà,Calella de Palafrugell {{grade:essential|필수}},3,205,0,
Girona·Collioure·Empordà,꼭 체험할 것,2,60,0,
Girona·Collioure·Empordà,식당 큐레이션,2,0,0,
Girona·Collioure·Empordà,Casa Marieta — 도착일에 가장 안정적인 Girona 전통식,3,21,0,
Girona·Collioure·Empordà,Fonda Cal Ros — 카탈루냐 가정식에 가까운 선택,3,21,0,
Girona·Collioure·Empordà,Normal — 특별한 한 끼를 원할 때만 선택,3,21,0,
Girona·Collioure·Empordà,Le Jardin de Collioure — 항구의 관광식당보다 계획 가능한 점심,3,24,0,
Girona·Collioure·Empordà,Peratallada 점심 — 식당 이름보다 ‘시간 통제’가 핵심,3,28,0,
Girona·Collioure·Empordà,현장 선택 규칙,2,47,0,
Girona·Collioure·Empordà,19. 공식·주요 참고자료,1,123,0,
Girona·Collioure·Empordà,20. 확정사항과 남은 미결정,1,0,0,
Girona·Collioure·Empordà,확정,2,45,0,
Girona·Collioure·Empordà,미결정,2,18,0,
Girona·Collioure·Empordà,검증 상태,1,306,2,Pending: {{badge:pending|2026-08 확인 · 출발 전 재확인}}; Pending: {{badge:pending|2026-08 확인 · 출발 전 재확인}}
Nice·Côte d'Azur,Preamble,0,68,0,
Nice·Côte d'Azur,Commercial Guide Module,1,19,0,
Nice·Côte d'Azur,Editor’s Verdict,2,52,0,
Nice·Côte d'Azur,놓치면 아쉬운 선택,2,86,0,
Nice·Côte d'Azur,하루를 완성하는 네 가지 선택,2,65,0,
Nice·Côte d'Azur,이 지역의 Top 10,2,27,0,
Nice·Côte d'Azur,현장 메모,2,42,0,
Nice·Côte d'Azur,06. 니스와 코트다쥐르 5박 6일,1,0,0,
Nice·Côte d'Azur,"지중해 생활도시, 칸과 모나코, 시장과 해안풍경",2,99,0,
Nice·Côte d'Azur,Phase 10 공식정보 원칙,2,22,0,
Nice·Côte d'Azur,Regional Context & Scheduled Place Dossiers,1,0,0,
Nice·Côte d'Azur,이 5박이 여행 전체에서 하는 일,2,67,0,
Nice·Côte d'Azur,이 도시를 이해하는 축,2,0,0,
Nice·Côte d'Azur,니스는 프랑스에 늦게 합류했다,3,86,0,
Nice·Côte d'Azur,왜 병합에 찬성했는가 — 항구 문제,3,45,0,
Nice·Côte d'Azur,성이 없어진 도시,3,56,0,
Nice·Côte d'Azur,경제 — 관광이 전부는 아니다,3,20,0,
Nice·Côte d'Azur,일정에 포함된 장소별 상세 가이드,2,24,0,
Nice·Côte d'Azur,Day 7–8 — 니스 도착과 핵심,3,0,0,
Nice·Côte d'Azur,Promenade des Anglais {{grade:essential|필수}},4,0,0,
Nice·Côte d'Azur,무엇인가,5,190,0,
Nice·Côte d'Azur,Cours Saleya {{grade:essential|필수}},4,0,0,
Nice·Côte d'Azur,무엇인가,5,29,0,
Nice·Côte d'Azur,관광지인가 아닌가,5,100,0,
Nice·Côte d'Azur,실용,5,55,0,
Nice·Côte d'Azur,Colline du Château (성채 언덕) {{grade:essential|필수}},4,0,0,
Nice·Côte d'Azur,무엇인가 — 이름과 실물이 다르다,5,64,0,
Nice·Côte d'Azur,관람 요령,5,103,0,
Nice·Côte d'Azur,실용,5,24,0,
Nice·Côte d'Azur,Vieux Nice — 구시가지 {{grade:essential|필수}},4,0,0,
Nice·Côte d'Azur,왜 이 여행에서 중요한가,5,46,0,
Nice·Côte d'Azur,무엇인가,5,22,0,
Nice·Côte d'Azur,볼 것,5,100,0,
Nice·Côte d'Azur,Day 9 — 칸 당일치기,3,0,0,
Nice·Côte d'Azur,Marché Forville {{grade:essential|필수}},4,0,0,
Nice·Côte d'Azur,무엇인가,5,182,0,
Nice·Côte d'Azur,Le Suquet — 칸 구시가지 {{grade:essential|필수}},4,40,1,Pending: {{badge:pending|운영·요금 재확인}}
Nice·Côte d'Azur,무엇인가 — 칸이 시작된 언덕,5,127,0,
Nice·Côte d'Azur,Day 10 — 모나코 당일치기,3,0,0,
Nice·Côte d'Azur,Le Rocher — 모나코 구시가지 {{grade:essential|필수}},4,65,2,Pending: {{badge:pending|시각 재확인}}; Pending: {{badge:pending|확인 필요}}
Nice·Côte d'Azur,무엇인가 — 700년의 바위,5,106,0,
Nice·Côte d'Azur,Day 11 — 생활·회복일,3,0,0,
Nice·Côte d'Azur,Marché de la Libération {{grade:priority|우선추천}},4,0,0,
Nice·Côte d'Azur,무엇인가 — 진짜 장을 보는 곳,5,132,0,
Nice·Côte d'Azur,실행지도 · 현장 사용,2,48,0,
Nice·Côte d'Azur,Layer 1. Quick Reference · 확정 일정 · 실행표,1,0,0,
Nice·Côte d'Azur,1. 한눈에 보는 실행 요약,2,236,0,
Nice·Côte d'Azur,이 일정이 Jason·Julia에게 맞는 이유,3,32,0,
Nice·Côte d'Azur,2. 시각요소 자리표시자,2,0,0,
Nice·Côte d'Azur,{{VISUAL:VIS-MAP-041|type=map|status=linked|strategy=execution-map}} 니스와 코트다쥐르 전체 개요 지도,3,20,0,
Nice·Côte d'Azur,{{VISUAL:VIS-MAP-042|type=map|status=linked|strategy=execution-map}} 9/5 니스 도보 동선 지도,3,15,0,
Nice·Côte d'Azur,{{VISUAL:VIS-MAP-043|type=map|status=linked|strategy=execution-map}} 9/6 Cannes 당일치기 동선 지도,3,12,0,
Nice·Côte d'Azur,{{VISUAL:VIS-MAP-044|type=map|status=linked|strategy=execution-map}} 9/7 Monaco 당일치기 동선 지도,3,12,0,
Nice·Côte d'Azur,{{VISUAL:VIS-MAP-045|type=map|status=linked|strategy=execution-map}} 9/8 Nice 생활·회복 지도,3,18,0,
Nice·Côte d'Azur,{{VISUAL:VIS-MAP-046|type=map|status=linked|strategy=execution-map}} 9/9 Nice→Saint-Paul-de-Vence→Grasse→Aix 이동 지도,3,14,0,
Nice·Côte d'Azur,3. 날짜별 확정 일정,2,103,0,
Nice·Côte d'Azur,4. Day 1 — 9월 4일 금요일,2,0,0,
Nice·Côte d'Azur,"니스 도착, 체크인, Promenade 적응",3,84,0,
Nice·Côte d'Azur,5. Day 2 — 9월 5일 토요일,2,0,0,
Nice·Côte d'Azur,"Nice 핵심: 시장, 구시가지, 성채언덕, 해변",3,103,0,
Nice·Côte d'Azur,6. Day 3 — 9월 6일 일요일,2,0,0,
Nice·Côte d'Azur,"Cannes 당일치기: 시장, 구시가지, 항구, Croisette",3,88,0,
Nice·Côte d'Azur,7. Day 4 — 9월 7일 월요일,2,0,0,
Nice·Côte d'Azur,"Monaco 당일치기: 왕실 구시가지, 항구, Monte Carlo",3,91,0,
Nice·Côte d'Azur,8. Day 5 — 9월 8일 화요일,2,0,0,
Nice·Côte d'Azur,"Nice 생활·회복일: 시장, 사진미술관 선택, 세탁과 해변",3,141,0,
Nice·Côte d'Azur,9. Day 6 — 9월 9일 수요일,2,0,0,
Nice·Côte d'Azur,"렌터카 인수, Saint-Paul-de-Vence·Grasse, Aix 이동",3,201,1,Pending: {{badge:pending|무인반납 확인}}
Nice·Côte d'Azur,10. 피로도와 삭제 우선순위,2,78,0,
Nice·Côte d'Azur,Layer 2. 지역 이해 · 동네 · 추천등급 · 방문지 설명,1,0,0,
Nice·Côte d'Azur,11. 니스와 코트다쥐르를 어떻게 볼 것인가,2,78,0,
Nice·Côte d'Azur,12. 동네와 숙소 생활권,2,119,0,
Nice·Côte d'Azur,Jason·Julia에게 가장 적합한 이유,3,25,0,
Nice·Côte d'Azur,13. 추천등급 요약,2,195,0,
Nice·Côte d'Azur,14. 주요 방문지 상세 소개,2,0,0,
Nice·Côte d'Azur,14.1 Cours Saleya — 니스를 시작하는 가장 좋은 장소,3,0,0,
Nice·Côte d'Azur,{{VISUAL:VIS-PHOTO-079|type=photo|status=travel-capture|strategy=direct-shot}} 꽃과 식품 노점이 이어진 Cours Saleya,3,88,0,
Nice·Côte d'Azur,14.2 Vieux Nice — 관광지가 아니라 “도시의 기억”으로 보기,3,0,0,
Nice·Côte d'Azur,{{VISUAL:VIS-PHOTO-080|type=photo|status=pre-publication|strategy=licensed-or-direct}} Vieux Nice의 주황빛 건물과 좁은 골목,3,65,0,
Nice·Côte d'Azur,14.3 Colline du Château — 니스를 한 번에 이해하는 전망대,3,0,0,
Nice·Côte d'Azur,{{VISUAL:VIS-PHOTO-081|type=photo|status=pre-publication|strategy=licensed-or-direct}} Castle Hill에서 내려다본 Baie des Anges,3,68,0,
Nice·Côte d'Azur,Cannes {{grade:priority|우선추천}},3,0,0,
Nice·Côte d'Azur,{{VISUAL:VIS-PHOTO-082|type=photo|status=pre-publication|strategy=licensed-or-direct}} Croisette의 야자수와 호텔 파사드,3,11,0,
Nice·Côte d'Azur,무엇인가 — 어촌 언덕과 리조트 해안이 겹친 도시,4,74,0,
Nice·Côte d'Azur,왜 이 여행에 넣었는가,4,51,0,
Nice·Côte d'Azur,관람 포인트,4,179,2,Pending: {{badge:pending|시각·요금 공식 확인}}; Pending: {{badge:pending|운영일 공식 확인}}
Nice·Côte d'Azur,Monaco {{grade:priority|우선추천}},3,0,0,
Nice·Côte d'Azur,{{VISUAL:VIS-PHOTO-083|type=photo|status=pre-publication|strategy=licensed-or-direct}} Monaco-Ville 성벽과 바다 전망,3,13,0,
Nice·Côte d'Azur,무엇인가 — 바위 위의 도시국가,4,80,0,
Nice·Côte d'Azur,왜 이 여행에 넣었는가,4,42,0,
Nice·Côte d'Azur,관람 포인트,4,163,2,Pending: {{badge:pending|공식 확인}}; Pending: {{badge:pending|시각·요금 공식 확인}}
Nice·Côte d'Azur,14.6 Saint-Paul-de-Vence — 이동일에 가장 효율적인 언덕마을,3,0,0,
Nice·Côte d'Azur,{{VISUAL:VIS-PHOTO-084|type=photo|status=pre-publication|strategy=licensed-or-direct}} Saint-Paul-de-Vence 성문과 석조 골목,3,57,0,
Nice·Côte d'Azur,14.7 Grasse — 향수도시를 “박물관”보다 “체험”으로 보기,3,0,0,
Nice·Côte d'Azur,{{VISUAL:VIS-PHOTO-085|type=photo|status=pre-publication|strategy=licensed-or-direct}} 향수 체험 테이블 또는 향수 بوتीक 디스플레이,3,57,0,
Nice·Côte d'Azur,14.8 미술관·박물관은 어떻게 다룰까,3,58,0,
Nice·Côte d'Azur,Layer 3. 숙소 · 음식 · 시장 · 운동 · 이벤트 · 예약 · 대체안,1,0,0,
Nice·Côte d'Azur,15. 숙소 전략,2,0,0,
Nice·Côte d'Azur,15.1 숙소 선택 기준,3,42,0,
Nice·Côte d'Azur,15.2 실제 숙소 후보,3,238,1,Pending: {{badge:pending|트래커 입력}}
Nice·Côte d'Azur,15.3 최종 선택 순서,3,37,0,
Nice·Côte d'Azur,먹거리 — 니스 요리의 문법,1,0,0,
Nice·Côte d'Azur,니스 요리를 이해하는 한 문장,2,25,0,
Nice·Côte d'Azur,반드시 먹을 것,2,68,0,
Nice·Côte d'Azur,진짜와 가짜를 가르는 세 가지 규칙,2,0,0,
Nice·Côte d'Azur,소카 — 미리 담아둔 것을 사지 마라,3,59,0,
Nice·Côte d'Azur,피살라디에르 — 바닥을 보라,3,46,0,
Nice·Côte d'Azur,살라드 니수아즈 — 감자와 그린빈이 들어가면 관광용,3,36,0,
Nice·Côte d'Azur,Cuisine Nissarde 라벨,2,34,0,
Nice·Côte d'Azur,날짜별 전략,2,69,0,
Nice·Côte d'Azur,16. 레스토랑·카페·먹어야 할 것,2,0,0,
Nice·Côte d'Azur,{{VISUAL:VIS-PHOTO-086|type=photo|status=travel-capture|strategy=direct-shot}} petits farcis 또는 socca 한 접시,3,9,0,
Nice·Côte d'Azur,16.1 저녁식당 추천,3,141,0,
Nice·Côte d'Azur,16.2 Cannes 점심 후보,3,49,0,
Nice·Côte d'Azur,16.3 Monaco 점심 후보,3,46,0,
Nice·Côte d'Azur,꼭 먹어볼 것 리스트,3,52,0,
Nice·Côte d'Azur,17. 시장·슈퍼·제철 과일·햄·치즈·빵,2,0,0,
Nice·Côte d'Azur,{{VISUAL:VIS-PHOTO-087|type=photo|status=travel-capture|strategy=direct-shot}} Libération 시장의 생활형 장보기 풍경,3,12,0,
Nice·Côte d'Azur,17.1 시장,3,47,0,
Nice·Côte d'Azur,17.2 숙소에서 사둘 것,3,23,0,
Nice·Côte d'Azur,17.3 제철 과일과 지역 식재료,3,52,0,
Nice·Côte d'Azur,18. Jason 운동 · Julia 선택 수영,2,0,0,
Nice·Côte d'Azur,18.1 Jason 러닝,3,40,0,
Nice·Côte d'Azur,18.2 Jason gym 선택,3,18,0,
Nice·Côte d'Azur,18.3 Julia 수영 선택,3,24,0,
Nice·Côte d'Azur,19. 2026 행사·특별전과 이번 일정에서의 다루는 방식,2,41,0,
Nice·Côte d'Azur,20. 우천·지연·피로 대체안,2,0,0,
Nice·Côte d'Azur,20.1 9/5 Nice 도시일 대체안,3,32,0,
Nice·Côte d'Azur,20.2 9/6 Cannes 대체안,3,27,0,
Nice·Côte d'Azur,20.3 9/7 Monaco 대체안,3,24,0,
Nice·Côte d'Azur,20.4 9/8 생활·회복일 대체안,3,26,0,
Nice·Côte d'Azur,20.5 9/9 이동일 대체안,3,21,0,
Nice·Côte d'Azur,교통 — 이 구간의 이동 구조,1,0,0,
Nice·Côte d'Azur,이 구간의 성격 — 차가 없다가 마지막에 생긴다,2,21,1,Internal Term: P0 연결
Nice·Côte d'Azur,니스 시내,2,21,1,Pending: {{badge:pending|요금·명칭 재확인}}
Nice·Côte d'Azur,칸·모나코 — 기차가 정답이다,2,67,1,Pending: {{badge:pending|현행 규정 확인}}
Nice·Côte d'Azur,Day 12 — 니스 공항 렌터카 인수 {{badge:p0|P0 연결}},2,56,0,
Nice·Côte d'Azur,운전 (Day 12부터),2,58,0,
Nice·Côte d'Azur,21. 렌터카·철도·주차 핵심 실무,2,0,0,
Nice·Côte d'Azur,21.1 Nice ↔ Cannes / Monaco,3,23,0,
Nice·Côte d'Azur,21.2 9/9 렌터카 인수,3,20,0,
Nice·Côte d'Azur,21.3 Saint-Paul-de-Vence 주차,3,13,0,
Nice·Côte d'Azur,21.4 Grasse 주차,3,12,0,
Nice·Côte d'Azur,경비 — 예산 설계,1,7,0,
Nice·Côte d'Azur,5박 6일 구조 (2인),2,50,0,
Nice·Côte d'Azur,입장료 — 이 구간의 특징,2,48,3,Pending: {{badge:pending|재확인}}; Pending: {{badge:pending|재확인}}; Pending: {{badge:pending|재확인}}
Nice·Côte d'Azur,모나코 주의,2,19,0,
Nice·Côte d'Azur,절감 여지,2,43,0,
Nice·Côte d'Azur,22. 예약카드,2,0,0,
Nice·Côte d'Azur,22.1 출발 전 예약 우선순위,3,71,0,
Nice·Côte d'Azur,22.2 현장 직전 재확인,3,29,0,
Nice·Côte d'Azur,23. 출발 전 확인목록,2,72,0,
Nice·Côte d'Azur,편집자 큐레이션 — 코트다쥐르의 도시들을 서로 비교하는 법,2,18,0,
Nice·Côte d'Azur,코트다쥐르에서 꼭 기억할 세 장면,3,38,0,
Nice·Côte d'Azur,방문지 관람 포인트 보강,3,0,0,
Nice·Côte d'Azur,Promenade des Anglais — 바다를 ‘보는’ 길이 아니라 도시가 바다를 사용하는 방식,4,23,0,
Nice·Côte d'Azur,Cannes — 화려함을 비판하기 전에 오래된 도시를 먼저 본다,4,24,0,
Nice·Côte d'Azur,Monaco — ‘카지노 구경’보다 수직도시의 이동 자체가 체험,4,16,0,
Nice·Côte d'Azur,Saint-Paul-de-Vence — 유명 갤러리보다 돌과 전망에 집중,4,25,0,
Nice·Côte d'Azur,Grasse — 향수를 ‘사는 곳’보다 후각으로 도시를 기억하는 곳,4,26,0,
Nice·Côte d'Azur,식당 소개 보강,3,0,0,
Nice·Côte d'Azur,Acchiardo — 가족식당의 활기 속에서 니스 전통요리 입문,4,26,0,
Nice·Côte d'Azur,La Table Alziari — 올리브오일과 지역 채소를 중심으로 보는 한 끼,4,18,0,
Nice·Côte d'Azur,La Mérenda — 작은 공간과 고정적인 지역요리의 집중경험,4,20,0,
Nice·Côte d'Azur,Café de Turin — ‘해산물 플래터’의 크기를 통제하는 것이 핵심,4,20,0,
Nice·Côte d'Azur,Chez Pipo — socca를 한 끼가 아니라 도시의 간식으로,4,17,0,
Nice·Côte d'Azur,코트다쥐르 체험 체크리스트,3,56,0,
Nice·Côte d'Azur,현장 선택 규칙,3,43,0,
Nice·Côte d'Azur,대안 루트 — 이번 일정에서 배제한 경로,1,17,0,
Nice·Côte d'Azur,우선순위,2,50,0,
Nice·Côte d'Azur,Èze {{badge:rest|1순위}},2,44,1,Pending: {{badge:pending|버스 편·소요시간·입장료 확인 필요}}
Nice·Côte d'Azur,Villefranche-sur-Mer,2,33,0,
Nice·Côte d'Azur,마티스 미술관 · 시미에,2,59,1,Pending: {{badge:pending|운영·요금·휴관일 확인 필요}}
Nice·Côte d'Azur,샤갈 미술관,2,18,0,
Nice·Côte d'Azur,Antibes,2,28,0,
Nice·Côte d'Azur,Menton,2,28,0,
Nice·Côte d'Azur,24. 공식자료와 참고 출처 범주,2,62,0,
Nice·Côte d'Azur,검증 상태 — 보강본 근거,1,225,2,Pending: {{badge:pending|2026-08 확인 · 출발 전 재확인}}; Pending: {{badge:pending|2026-08 확인 · 출발 전 재확인}}
Aix-en-Provence,Preamble,0,14,0,
Aix-en-Provence,Commercial Guide Module,1,21,0,
Aix-en-Provence,Editor’s Verdict,2,51,0,
Aix-en-Provence,놓치면 아쉬운 선택,2,92,0,
Aix-en-Provence,하루를 완성하는 네 가지 선택,2,62,0,
Aix-en-Provence,이 지역의 Top 10,2,30,0,
Aix-en-Provence,현장 메모,2,90,0,
Aix-en-Provence,07. 엑상프로방스 4박 5일,1,0,0,
Aix-en-Provence,"세잔의 도시, 시장생활과 마르세유의 항구",2,93,0,
Aix-en-Provence,Phase 10 공식정보 원칙,2,22,0,
Aix-en-Provence,Regional Context & Scheduled Place Dossiers,1,0,0,
Aix-en-Provence,이 4박이 여행 전체에서 하는 일,2,80,0,
Aix-en-Provence,이 도시를 이해하는 축,2,0,0,
Aix-en-Provence,관광도시가 아니라 행정·대학·시장 도시다,3,39,0,
Aix-en-Provence,이름이 물에서 왔다,3,31,0,
Aix-en-Provence,쿠르 미라보는 경계이자 무대다,3,40,0,
Aix-en-Provence,세잔을 이해하려면 셋을 나눠 봐야 한다,3,64,0,
Aix-en-Provence,"엑상과 마르세유를 축으로, 카시스는 선택 대안으로",3,20,0,
Aix-en-Provence,일정에 포함된 장소별 상세 가이드,2,22,0,
Aix-en-Provence,Day 12 — 니스에서 엑상으로,3,14,1,Internal Term: P0 연결
Aix-en-Provence,Saint-Paul-de-Vence {{grade:priority|우선추천}},3,0,0,
Aix-en-Provence,무엇인가 — 화가들이 만든 마을,4,50,0,
Aix-en-Provence,Fondation Maeght,4,180,2,Pending: {{badge:pending|재확인}}; Pending: {{badge:pending|재확인 — 출처가 오래됨}}
Aix-en-Provence,마을 묘지 — 샤갈이 있다,4,85,0,
Aix-en-Provence,⚠ 시간 통제,4,60,0,
Aix-en-Provence,Grasse {{grade:optional|선택}},3,0,0,
Aix-en-Provence,무엇인가 — 향수가 산업이 된 도시,4,96,2,Pending: {{badge:pending|이 유래는 이번 조사에서 검증하지 못했다}}; Pending: {{badge:pending|조사 필요}}
Aix-en-Provence,Day 13 — 시장과 구시가지,3,0,0,
Aix-en-Provence,Cours Mirabeau {{grade:essential|필수}},3,0,0,
Aix-en-Provence,무엇인가 — 성벽을 헐어 만든 길,4,72,0,
Aix-en-Provence,핵심 — 남북의 비대칭,4,84,0,
Aix-en-Provence,분수 넷 — 서쪽에서 동쪽 순서로 만난다,4,0,0,
Aix-en-Provence,Rotonde {{grade:optional|선택}},5,129,0,
Aix-en-Provence,Fontaine des Neuf Canons — 1691,5,56,1,Pending: {{badge:pending|확인 권장}}
Aix-en-Provence,Fontaine Moussue — 1666,5,89,1,Pending: {{badge:pending|확인 권장}}
Aix-en-Provence,Fontaine du Roi René — 동쪽 끝,5,51,0,
Aix-en-Provence,세잔의 흔적,4,81,0,
Aix-en-Provence,시장 — Place Richelme · Place des Prêcheurs {{grade:essential|필수}},3,201,0,
Aix-en-Provence,Musée Granet {{grade:priority|우선추천}},3,0,0,
Aix-en-Provence,⚠ 이 항목은 조사가 부족하다,4,151,2,Pending: {{badge:pending|조사 필요}}; Pending: {{badge:pending|재확인 필수}}
Aix-en-Provence,Day 14 — Marseille 당일치기,3,0,0,
Aix-en-Provence,Marseille {{grade:essential|필수}},3,187,0,
Aix-en-Provence,Vieux-Port {{grade:essential|필수}},3,177,0,
Aix-en-Provence,Le Panier {{grade:priority|우선 추천}},3,114,0,
Aix-en-Provence,Mucem {{grade:essential|필수}},3,169,0,
Aix-en-Provence,Fort Saint-Jean {{grade:essential|필수}},3,173,1,Pending: {{badge:pending|출발 전 재확인}}
Aix-en-Provence,Notre-Dame de la Garde {{grade:optional|선택}},3,80,0,
Aix-en-Provence,엑상 출발·귀환,4,82,0,
Aix-en-Provence,점심·카페 후보,4,58,0,
Aix-en-Provence,안전·축소안,4,47,0,
Aix-en-Provence,선택 대안 — Cassis와 Calanques,3,0,0,
Aix-en-Provence,⚠ 먼저 읽을 것 — 접근이 규제된다,3,18,0,
Aix-en-Provence,전날 저녁에 확인하는 절차,4,77,1,Pending: {{badge:pending|공식 확인}}
Aix-en-Provence,빨간 날이면 어떻게 되는가,4,25,0,
Aix-en-Provence,9월 11일 기준으로 확인된 것,4,118,0,
Aix-en-Provence,Cassis 항구 {{grade:alternative|대체}},3,92,1,Pending: {{badge:pending|공식 확인}}
Aix-en-Provence,Calanques {{grade:alternative|대체}},3,11,0,
Aix-en-Provence,무엇인가,4,26,0,
Aix-en-Provence,두 가지 접근 방식,4,79,0,
Aix-en-Provence,실용,4,51,1,Pending: {{badge:pending|운항사·소요·요금 재확인}}
Aix-en-Provence,Day 15 — 세잔,3,0,0,
Aix-en-Provence,⚠ 2026년 한정 개방 — 이 여행의 최대 행운,3,113,0,
Aix-en-Provence,Atelier des Lauves {{grade:essential|필수}},3,0,0,
Aix-en-Provence,무엇인가 — 마지막 4년,4,29,0,
