place_id,place_name,entity_type,field,before_status,after_status,action,source_file,notes
nce-t2,NCE T2,TRANSPORT,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/nce-t2.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
nice-ville,Nice-Ville,TRANSPORT,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/nice-ville.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
nice-walk,Nice Old Town–Castle Hill Walk,WALK,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/nice-walk.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
notre-dame-de-la-garde,Basilique Notre-Dame de la Garde,ATTRACTION,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/notre-dame-de-la-garde.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
notre-dame-de-paris,Notre-Dame de Paris,ATTRACTION,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/notre-dame-de-paris.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
onyar,Onyar,ATTRACTION,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/onyar.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
oppede-le-vieux,Oppède-le-Vieux,ATTRACTION,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/oppede-le-vieux.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
palais-des-papes,Palais des Papes,ATTRACTION,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/palais-des-papes.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
palau-de-maricel,Palau de Maricel,ATTRACTION,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/palau-de-maricel.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
pals,Pals,ATTRACTION,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/pals.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
parc-de-la-tete-d-or,Parc de la Tête d'Or,ATTRACTION,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/parc-de-la-tete-d-or.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
passeig-de-la-muralla,Passeig de la Muralla,ATTRACTION,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/passeig-de-la-muralla.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
patisserie-weibel,Pâtisserie Weibel,CAFE,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/patisserie-weibel.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
peralada,Peralada,ATTRACTION,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/peralada.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
peratallada,Peratallada,ATTRACTION,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/peratallada.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
petit-palais,Petit Palais,ATTRACTION,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/petit-palais.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
place-du-forum-arles,Place du Forum,ATTRACTION,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/place-du-forum-arles.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
place-richelme-place-des-precheurs,시장 — Place Richelme · Place des Prêcheurs,MARKET,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/place-richelme-place-des-precheurs.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
pont-du-gard,Pont du Gard,ATTRACTION,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/pont-du-gard.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
pont-saint-benezet,Pont Saint-Bénézet,ATTRACTION,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/pont-saint-benezet.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
promenade-des-anglais,Promenade des Anglais,ATTRACTION,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/promenade-des-anglais.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
restaurant-beatrice,Restaurant & Salon de Thé Béatrice,RESTAURANT,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/restaurant-beatrice.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
rocher-des-doms,Rocher des Doms,ATTRACTION,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/rocher-des-doms.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
rotonde,Fontaine de la Rotonde,ATTRACTION,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/rotonde.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
roussillon-sentier-des-ocres,Roussillon · Sentier des Ocres,ATTRACTION,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/roussillon-sentier-des-ocres.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
sagrada-familia,Sagrada Família,ATTRACTION,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/sagrada-familia.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
saint-paul-de-mausole,Saint-Paul-de-Mausole,ATTRACTION,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/saint-paul-de-mausole.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
saint-paul-de-vence,Saint-Paul-de-Vence,ATTRACTION,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/saint-paul-de-vence.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
saint-remy-de-provence,Saint-Rémy-de-Provence,ATTRACTION,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/saint-remy-de-provence.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
sant-pau-recinte-modernista,Sant Pau Recinte Modernista,ATTRACTION,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/sant-pau-recinte-modernista.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
theatre-antique-arles,Théâtre Antique d'Arles,ATTRACTION,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/theatre-antique-arles.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
uzes,Uzès Place aux Herbes · 구시가지,ATTRACTION,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/uzes.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
versailles,Versailles,ATTRACTION,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/versailles.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
vieil-aix,Vieil Aix — 구시가지,ATTRACTION,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/vieil-aix.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
vieux-lyon,Vieux Lyon · 트라불,ATTRACTION,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/vieux-lyon.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
vieux-nice,Vieux Nice,ATTRACTION,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/vieux-nice.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
vieux-port-marseille,Vieux-Port de Marseille,ATTRACTION,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/vieux-port-marseille.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
villa-ephrussi-de-rothschild,Villa Ephrussi de Rothschild,ATTRACTION,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/villa-ephrussi-de-rothschild.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
village-des-bories,Village des Bories,ATTRACTION,ALL_APPLICABLE_FIELDS,COMPLETE,COMPLETE,VERIFIED_PRESERVED,source/CURRENT/30_Places/village-des-bories.md,"Applicable field completeness 100% verified across Canonical SOT, Day cards, Regional Guides, Map, Search, and Offline PWA."
